,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Car_Age,Company_Name,Model_Name
1806,Maruti A-Star,Delhi,2010,70000,Petrol,Manual,First,Black/Silver,5,4,2,19,kmpl,998,CC,66.1,bhp,15,Maruti,A-Star
1807,Hyundai i20,Kochi,2011,62020,Petrol,Manual,First,Black/Silver,5,4,3.45,17,kmpl,1197,CC,80,bhp,14,Hyundai,i20
1808,Ford Ecosport,Hyderabad,2013,100000,Petrol,Manual,Second,Black/Silver,5,4,6.5,15.8,kmpl,1499,CC,110,bhp,12,Ford,Ecosport
1809,Mercedes-Benz E-Class,Bangalore,2013,29000,Diesel,Automatic,First,Others,5,4,29,14.21,kmpl,2143,CC,203,bhp,12,Mercedes-Benz,E-Class
1810,Volkswagen Polo,Delhi,2015,58000,Petrol,Manual,First,White,5,4,3.95,16.47,kmpl,1198,CC,73.9,bhp,10,Volkswagen,Polo
1811,Skoda Octavia,Pune,2008,88123,Diesel,Manual,First,Others,5,4,2.2,18.7,kmpl,1896,CC,66,bhp,17,Skoda,Octavia
1812,Maruti Swift,Chennai,2010,84072,Diesel,Manual,First,White,5,4,3.45,17.8,kmpl,1248,CC,75,bhp,15,Maruti,Swift
1813,Nissan Terrano,Mumbai,2015,54000,Diesel,Manual,Second,White,5,4,6,19.01,kmpl,1461,CC,108.5,bhp,10,Nissan,Terrano
1814,Chevrolet Beat,Delhi,2010,54000,Petrol,Manual,Second,White,5,4,1.95,17.8,kmpl,1199,CC,76.8,bhp,15,Chevrolet,Beat
1815,Maruti Ritz,Mumbai,2011,75308,Diesel,Manual,Second,Others,5,4,2.8,21.1,kmpl,1248,CC,73.9,bhp,14,Maruti,Ritz
1816,Maruti Alto,Hyderabad,2008,66000,Petrol,Manual,First,Others,5,4,1.7,19.7,kmpl,796,CC,46.3,bhp,17,Maruti,Alto
1817,Mercedes-Benz E-Class,Mumbai,2013,45200,Diesel,Automatic,First,Others,5,4,23,10,kmpl,2148,CC,170,bhp,12,Mercedes-Benz,E-Class
1818,Hyundai Xcent,Chennai,2014,51000,Petrol,Manual,First,White,5,4,3.85,19.1,kmpl,1197,CC,82,bhp,11,Hyundai,Xcent
1819,Maruti Alto,Chennai,2008,65000,Petrol,Manual,First,White,5,4,1.59,19.7,kmpl,796,CC,46.3,bhp,17,Maruti,Alto
1820,Maruti Swift,Delhi,2014,27365,Diesel,Manual,First,Black/Silver,5,4,4.75,28.4,kmpl,1248,CC,74,bhp,11,Maruti,Swift
1821,Skoda Rapid,Hyderabad,2016,41000,Diesel,Manual,First,White,5,4,8.5,21.14,kmpl,1498,CC,103.52,bhp,9,Skoda,Rapid
1822,Tata Sumo,Hyderabad,2000,158000,Diesel,Manual,Second,White,7,5,1.5,14.07,kmpl,2956,CC,83.1,bhp,25,Tata,Sumo
1823,Maruti Ritz,Hyderabad,2010,79894,Diesel,Manual,First,White,5,4,3.4,21.1,kmpl,1248,CC,73.9,bhp,15,Maruti,Ritz
1824,Nissan Sunny,Coimbatore,2012,50297,Petrol,Manual,First,Others,5,4,4.69,16.95,kmpl,1498,CC,97.6,bhp,13,Nissan,Sunny
1825,Hyundai i10,Mumbai,2011,35000,Petrol,Manual,First,Black/Silver,5,4,2.75,20.36,kmpl,1197,CC,78.9,bhp,14,Hyundai,i10
1826,Hyundai i20,Delhi,2013,71000,Petrol,Manual,First,Others,5,4,3.65,17,kmpl,1197,CC,80,bhp,12,Hyundai,i20
1827,Hyundai i10,Coimbatore,2011,50058,Petrol,Automatic,First,Others,5,4,3.84,19.2,kmpl,1197,CC,80,bhp,14,Hyundai,i10
1828,Mahindra XUV500,Jaipur,2017,22000,Diesel,Manual,First,Others,7,5,16,16,kmpl,2179,CC,140,bhp,8,Mahindra,XUV500
1829,Honda City,Kolkata,2014,55000,Diesel,Manual,First,Others,5,4,5.99,25.1,kmpl,1498,CC,98.6,bhp,11,Honda,City
1830,Volkswagen Vento,Chennai,2012,55000,Diesel,Manual,First,Others,5,4,4.9,20.54,kmpl,1598,CC,103.6,bhp,13,Volkswagen,Vento
1831,Honda City,Hyderabad,2016,53000,Diesel,Manual,First,White,5,4,9.75,26,kmpl,1498,CC,98.6,bhp,9,Honda,City
1832,Hyundai Grand,Kolkata,2014,43068,Diesel,Manual,First,Black/Silver,5,4,3.5,24,kmpl,1120,CC,70,bhp,11,Hyundai,Grand
1833,Honda City,Delhi,2009,64000,Petrol,Manual,First,Others,5,4,3.1,17,kmpl,1497,CC,118,bhp,16,Honda,City
1834,Volkswagen Ameo,Jaipur,2017,54455,Diesel,Automatic,First,Others,5,4,6.5,22,kmpl,1498,CC,108.495,bhp,8,Volkswagen,Ameo
1835,Skoda Superb,Bangalore,2009,75000,Petrol,Automatic,Second,White,5,4,4.95,13.7,kmpl,1798,CC,157.75,bhp,16,Skoda,Superb
1836,Renault Fluence,Jaipur,2011,63000,Petrol,Automatic,First,Others,5,4,4.75,13.4,kmpl,1997,CC,135.1,bhp,14,Renault,Fluence
1837,Nissan Micra,Coimbatore,2016,39882,Petrol,Automatic,First,White,5,4,6.55,19.15,kmpl,1198,CC,75.94,bhp,9,Nissan,Micra
1838,Volkswagen Ameo,Hyderabad,2016,18456,Petrol,Manual,First,Black/Silver,5,4,5.75,17,kmpl,1198,CC,73.75,bhp,9,Volkswagen,Ameo
1839,Volkswagen Polo,Bangalore,2014,62000,Petrol,Manual,First,Others,5,4,5.35,16.47,kmpl,1198,CC,74,bhp,11,Volkswagen,Polo
1840,Maruti Vitara,Kochi,2017,35981,Diesel,Manual,First,White,5,4,9.51,24.3,kmpl,1248,CC,88.5,bhp,8,Maruti,Vitara
1841,Renault Fluence,Pune,2013,57000,Diesel,Manual,First,Others,5,4,4.61,21.8,kmpl,1461,CC,78,bhp,12,Renault,Fluence
1842,Mahindra Verito,Pune,2015,90000,Diesel,Manual,Second,Others,5,4,3.1,21.03,kmpl,1461,CC,65,bhp,10,Mahindra,Verito
1843,Hyundai Santro,Hyderabad,2008,95291,Petrol,Manual,First,White,5,4,2.3,17.92,kmpl,1086,CC,62.1,bhp,17,Hyundai,Santro
1844,Toyota Corolla,Delhi,2006,79000,Petrol,Manual,Second,White,5,4,1.67,13.4,kmpl,1794,CC,125,bhp,19,Toyota,Corolla
1845,Hyundai Grand,Hyderabad,2015,76362,Diesel,Manual,First,White,5,4,5.5,24,kmpl,1120,CC,70,bhp,10,Hyundai,Grand
1846,Toyota Corolla,Coimbatore,2005,79012,Petrol,Manual,First,Others,5,4,2.64,13.4,kmpl,1794,CC,125,bhp,20,Toyota,Corolla
1847,Maruti Swift,Mumbai,2016,19000,Petrol,Manual,First,Black/Silver,5,4,5.55,20.4,kmpl,1197,CC,81.8,bhp,9,Maruti,Swift
1848,Volkswagen Polo,Jaipur,2012,65634,Diesel,Manual,First,White,5,4,3.5,22.07,kmpl,1199,CC,73.9,bhp,13,Volkswagen,Polo
1849,Honda Jazz,Kolkata,2016,21771,Petrol,Manual,First,Black/Silver,5,4,4.95,18.7,kmpl,1199,CC,88.7,bhp,9,Honda,Jazz
1850,Tata Indica,Hyderabad,2004,200000,Diesel,Manual,Second,Others,5,4,0.85,17.88,kmpl,1396,CC,52.8,bhp,21,Tata,Indica
1851,Hyundai i10,Jaipur,2013,75049,Petrol,Manual,Second,Others,5,4,3,20.36,kmpl,1197,CC,78.9,bhp,12,Hyundai,i10
1852,Skoda Superb,Hyderabad,2011,75000,Diesel,Automatic,First,Others,5,4,9.44,17.2,kmpl,1968,CC,138.1,bhp,14,Skoda,Superb
1853,Jaguar XF,Kochi,2016,31150,Diesel,Automatic,First,White,5,4,30.54,16.36,kmpl,1493,CC,98.59,bhp,9,Jaguar,XF
1854,Maruti Ritz,Hyderabad,2012,78401,Diesel,Manual,First,Others,5,4,3.9,23.2,kmpl,1248,CC,73.94,bhp,13,Maruti,Ritz
1855,Honda Brio,Kolkata,2013,32807,Petrol,Manual,First,White,5,4,2.75,19.4,kmpl,1198,CC,86.8,bhp,12,Honda,Brio
1856,Hyundai i20,Kochi,2010,30754,Petrol,Manual,First,White,5,4,3.38,17,kmpl,1197,CC,80,bhp,15,Hyundai,i20
1857,Maruti Wagon,Jaipur,2009,111000,Petrol,Manual,Second,Others,5,4,1.51,18.9,kmpl,1061,CC,67,bhp,16,Maruti,Wagon
1858,Honda Jazz,Mumbai,2015,31000,Petrol,Manual,First,Others,5,4,4.9,18.7,kmpl,1199,CC,88.7,bhp,10,Honda,Jazz
1859,Maruti Alto,Mumbai,2016,24000,Petrol,Manual,First,White,5,4,2.8,24.7,kmpl,796,CC,47.3,bhp,9,Maruti,Alto
1860,Ford EcoSport,Coimbatore,2014,64637,Diesel,Manual,First,Black/Silver,5,4,7.52,22.77,kmpl,1498,CC,98.59,bhp,11,Ford,EcoSport
1861,Mercedes-Benz New,Jaipur,2010,74213,Diesel,Automatic,First,White,5,4,11.5,14.84,kmpl,2143,CC,170,bhp,15,Mercedes-Benz,New
1862,Maruti Swift,Chennai,2007,140000,Diesel,Manual,Second,Black/Silver,5,4,2,17.8,kmpl,1248,CC,75,bhp,18,Maruti,Swift
1863,Nissan Sunny,Kolkata,2012,47000,Diesel,Manual,First,Others,5,4,4,21.64,kmpl,1461,CC,84.8,bhp,13,Nissan,Sunny
1864,Ford EcoSport,Kochi,2017,30453,Diesel,Manual,First,Others,5,4,8.45,22.77,kmpl,1498,CC,98.59,bhp,8,Ford,EcoSport
1865,Honda City,Mumbai,2014,54546,Petrol,Manual,First,White,5,4,5.5,17,kmpl,1497,CC,118,bhp,11,Honda,City
1866,Audi A6,Mumbai,2010,53000,Diesel,Automatic,First,Others,5,4,11.5,12.4,kmpl,2698,CC,179.5,bhp,15,Audi,A6
1867,Audi Q3,Delhi,2016,42000,Diesel,Automatic,First,Others,5,4,23.5,15.73,kmpl,1968,CC,174.33,bhp,9,Audi,Q3
1868,Hyundai Verna,Bangalore,2018,75000,Diesel,Automatic,First,Black/Silver,5,4,7.75,22.32,kmpl,1582,CC,126.32,bhp,7,Hyundai,Verna
1869,Ford Endeavour,Chennai,2007,155000,Diesel,Manual,First,Others,7,5,5.5,13.1,kmpl,2499,CC,141,bhp,18,Ford,Endeavour
1870,Ford Figo,Hyderabad,2018,3678,Petrol,Manual,First,Others,5,4,6.8,18.16,kmpl,1196,CC,86.8,bhp,7,Ford,Figo
1871,Chevrolet Beat,Kochi,2012,42706,Diesel,Manual,First,White,5,4,2.4,25.44,kmpl,936,CC,56.3,bhp,13,Chevrolet,Beat
1872,Mahindra Scorpio,Mumbai,2014,83128,Diesel,Manual,First,Black/Silver,7,5,7.45,15.4,kmpl,2179,CC,120,bhp,11,Mahindra,Scorpio
1873,Toyota Innova,Mumbai,2017,38000,Diesel,Manual,First,Black/Silver,7,4,17.65,13.68,kmpl,2393,CC,147.8,bhp,8,Toyota,Innova
1874,Volkswagen Polo,Hyderabad,2015,62000,Diesel,Manual,First,White,5,4,6.25,20.14,kmpl,1498,CC,88.8,bhp,10,Volkswagen,Polo
1875,Maruti Swift,Kolkata,2015,36000,Diesel,Manual,First,White,5,4,4.7,26.59,kmpl,1248,CC,74,bhp,10,Maruti,Swift
1876,Renault KWID,Chennai,2018,14000,Petrol,Automatic,First,Black/Silver,5,4,4.5,22.5,kmpl,999,CC,67,bhp,7,Renault,KWID
1877,Volkswagen Polo,Delhi,2014,32400,Diesel,Manual,First,Black/Silver,5,4,3.95,20.14,kmpl,1498,CC,88.8,bhp,11,Volkswagen,Polo
1878,Volkswagen Vento,Coimbatore,2014,56658,Diesel,Manual,First,Black/Silver,5,4,5.39,20.64,kmpl,1498,CC,108.5,bhp,11,Volkswagen,Vento
1879,Renault Pulse,Hyderabad,2014,48425,Diesel,Manual,First,White,5,4,3.4,23.08,kmpl,1461,CC,63.12,bhp,11,Renault,Pulse
1880,Honda Jazz,Coimbatore,2018,20026,Petrol,Automatic,First,Black/Silver,5,4,9.27,19,kmpl,1199,CC,88.7,bhp,7,Honda,Jazz
1881,Hyundai Verna,Kolkata,2018,5000,Petrol,Manual,First,White,5,4,8.7,17,kmpl,1591,CC,121.3,bhp,7,Hyundai,Verna
1882,Audi Q3,Coimbatore,2017,42366,Diesel,Automatic,First,Others,5,4,31.93,15.73,kmpl,1968,CC,174.33,bhp,8,Audi,Q3
1883,Toyota Fortuner,Delhi,2015,40000,Diesel,Manual,Second,White,7,5,18.75,13,kmpl,2982,CC,168.5,bhp,10,Toyota,Fortuner
1884,Hyundai i20,Delhi,2010,62489,Petrol,Manual,First,Black/Silver,5,4,2.6,17,kmpl,1197,CC,80,bhp,15,Hyundai,i20
1885,Mercedes-Benz New,Jaipur,2013,81456,Diesel,Manual,First,Others,5,4,14.25,15.8,kmpl,2148,CC,170,bhp,12,Mercedes-Benz,New
1886,Tata Indigo,Delhi,2011,80000,Diesel,Manual,First,White,5,4,1.2,23.57,kmpl,1396,CC,70,bhp,14,Tata,Indigo
1887,Volkswagen Polo,Hyderabad,2012,62000,Diesel,Manual,First,White,5,4,4.65,22.07,kmpl,1199,CC,73.9,bhp,13,Volkswagen,Polo
1888,Mercedes-Benz E-Class,Coimbatore,2018,56652,Diesel,Automatic,First,Black/Silver,5,4,50.29,13,kmpl,2987,CC,258,bhp,7,Mercedes-Benz,E-Class
1889,Hyundai Grand,Coimbatore,2019,12153,Petrol,Automatic,First,Black/Silver,5,4,6.84,18.9,kmpl,1197,CC,81.86,bhp,6,Hyundai,Grand
1890,Audi Q7,Bangalore,2015,21000,Diesel,Automatic,Second,White,7,5,52.5,12.07,kmpl,2967,CC,241.4,bhp,10,Audi,Q7
1891,Audi A4,Kolkata,2013,60001,Diesel,Automatic,First,Others,5,4,14.5,17.11,kmpl,1968,CC,174.33,bhp,12,Audi,A4
1892,Toyota Innova,Delhi,2010,72000,Diesel,Manual,First,Others,8,5,5.45,12.8,kmpl,2494,CC,102,bhp,15,Toyota,Innova
1893,Volkswagen Polo,Mumbai,2014,7000,Petrol,Manual,First,Black/Silver,5,4,5.35,16.47,kmpl,1198,CC,74,bhp,11,Volkswagen,Polo
1894,Maruti Wagon,Pune,2006,52000,Petrol,Manual,Second,Black/Silver,5,4,2,18.9,kmpl,998,CC,67.1,bhp,19,Maruti,Wagon
1895,BMW 3,Mumbai,2015,56087,Diesel,Automatic,First,White,5,4,20.75,22.69,kmpl,1995,CC,190,bhp,10,BMW,3
1896,Mercedes-Benz S-Class,Chennai,2003,111000,Petrol,Automatic,First,Others,5,4,6.5,13,kmpl,2987,CC,210,bhp,22,Mercedes-Benz,S-Class
1897,Ford Figo,Kolkata,2012,41284,Diesel,Manual,First,White,5,4,2.5,20,kmpl,1399,CC,68.05,bhp,13,Ford,Figo
1898,Tata Zest,Kolkata,2015,7445,Petrol,Manual,First,Others,5,4,5,17.57,kmpl,1193,CC,88.7,bhp,10,Tata,Zest
1899,Mahindra Scorpio,Bangalore,2007,74112,Diesel,Manual,First,White,9,5,4.1,12.05,kmpl,2179,CC,120,bhp,18,Mahindra,Scorpio
1900,Maruti Alto,Hyderabad,2011,81000,Petrol,Manual,First,Others,5,4,2.2,20.92,kmpl,998,CC,67.1,bhp,14,Maruti,Alto
1901,Volkswagen Polo,Kolkata,2013,24000,Petrol,Manual,First,Others,5,4,2.95,16.47,kmpl,1198,CC,73.9,bhp,12,Volkswagen,Polo
1902,Hyundai Verna,Kolkata,2012,24000,Petrol,Manual,Second,Black/Silver,5,4,6.2,17.01,kmpl,1591,CC,121.3,bhp,13,Hyundai,Verna
1903,Ford Fusion,Hyderabad,2008,75000,Diesel,Manual,Second,Black/Silver,5,4,3,17.7,kmpl,1399,CC,68,bhp,17,Ford,Fusion
1904,Hyundai Grand,Kochi,2018,46493,Petrol,Manual,First,Black/Silver,5,4,5.53,18.9,kmpl,1197,CC,81.86,bhp,7,Hyundai,Grand
1905,Hyundai i10,Pune,2010,72400,Petrol,Manual,Second,White,5,4,2.3,20.36,kmpl,1197,CC,78.9,bhp,15,Hyundai,i10
1906,Maruti Ciaz,Coimbatore,2017,25142,Diesel,Manual,First,Others,5,4,8.26,28.09,kmpl,1248,CC,88.5,bhp,8,Maruti,Ciaz
1907,Hyundai Santro,Bangalore,2004,167000,Petrol,Manual,First,Others,5,4,1.35,0,kmpl,1086,CC,98.59,bhp,21,Hyundai,Santro
1908,Maruti Swift,Delhi,2015,40000,Diesel,Manual,Second,Others,5,4,4.5,26.59,kmpl,1248,CC,74,bhp,10,Maruti,Swift
1909,Hyundai EON,Kochi,2017,46897,Petrol,Manual,First,Others,5,4,3.61,21.1,kmpl,814,CC,55.2,bhp,8,Hyundai,EON
1910,Volkswagen Polo,Chennai,2017,25000,Diesel,Manual,First,Black/Silver,5,4,6.9,20.14,kmpl,1498,CC,88,bhp,8,Volkswagen,Polo
1911,Maruti Swift,Kolkata,2014,42109,Diesel,Manual,First,White,5,4,4.25,23.4,kmpl,1248,CC,74,bhp,11,Maruti,Swift
1912,Maruti Wagon,Kolkata,2014,40000,Petrol,Manual,First,Others,5,4,2.49,20.51,kmpl,998,CC,67.04,bhp,11,Maruti,Wagon
1913,Maruti Wagon,Delhi,2014,65694,Petrol,Manual,First,Black/Silver,5,4,3.25,18.9,kmpl,998,CC,67.1,bhp,11,Maruti,Wagon
1914,BMW X1,Bangalore,2016,45000,Diesel,Automatic,First,White,5,4,28.5,17.05,kmpl,1995,CC,184,bhp,9,BMW,X1
1915,Mahindra XUV500,Kolkata,2013,43000,Diesel,Manual,First,Others,7,5,7,16,kmpl,2179,CC,140,bhp,12,Mahindra,XUV500
1916,Maruti Swift,Delhi,2013,47000,Diesel,Manual,First,White,5,4,4.1,17.8,kmpl,1248,CC,98.59,bhp,12,Maruti,Swift
1917,Hyundai i10,Kochi,2010,30566,Petrol,Automatic,First,White,5,4,3.32,19.2,kmpl,1197,CC,80,bhp,15,Hyundai,i10
1918,Toyota Fortuner,Coimbatore,2019,56251,Diesel,Manual,First,Black/Silver,7,5,35.82,14.24,kmpl,2755,CC,174.5,bhp,6,Toyota,Fortuner
1919,Maruti Ciaz,Mumbai,2015,41000,Petrol,Manual,First,White,5,4,5.85,20.73,kmpl,1373,CC,91.1,bhp,10,Maruti,Ciaz
1920,Hyundai Grand,Kolkata,2014,37000,Petrol,Manual,First,Black/Silver,5,4,3.5,18.9,kmpl,1197,CC,82,bhp,11,Hyundai,Grand
1921,Audi Q7,Bangalore,2014,50000,Diesel,Automatic,First,Others,7,5,51,11.33,kmpl,4134,CC,335.2,bhp,11,Audi,Q7
1922,Honda City,Pune,2012,60000,Petrol,Automatic,First,White,5,4,5.5,16.8,kmpl,1497,CC,118,bhp,13,Honda,City
1923,Volkswagen Polo,Hyderabad,2014,74000,Diesel,Manual,First,Black/Silver,5,4,5.7,22.07,kmpl,1199,CC,73.9,bhp,11,Volkswagen,Polo
1924,Isuzu MUX,Jaipur,2017,34429,Diesel,Automatic,First,Black/Silver,7,5,20,13.8,kmpl,2999,CC,174.57,bhp,8,Isuzu,MUX
1925,Honda CR-V,Chennai,2004,135000,Petrol,Automatic,Third,White,5,4,3,14.4,kmpl,1997,CC,152,bhp,21,Honda,CR-V
1926,Audi Q5,Coimbatore,2017,43827,Diesel,Automatic,First,White,5,4,36.83,13.22,kmpl,2967,CC,241.4,bhp,8,Audi,Q5
1927,Volkswagen Polo,Delhi,2012,52000,Petrol,Manual,First,Others,5,4,3.1,16.47,kmpl,1198,CC,73.9,bhp,13,Volkswagen,Polo
1928,Mercedes-Benz E-Class,Kochi,2016,46936,Diesel,Automatic,First,White,5,4,29.6,13,kmpl,2143,CC,204,bhp,9,Mercedes-Benz,E-Class
1929,Ford Fiesta,Chennai,2007,100000,Petrol,Manual,First,White,5,4,1.6,16.6,kmpl,1388,CC,68,bhp,18,Ford,Fiesta
1930,Ford Fiesta,Bangalore,2011,85000,Diesel,Manual,First,Black/Silver,5,4,3.2,17.8,kmpl,1399,CC,68,bhp,14,Ford,Fiesta
1931,Volkswagen Polo,Pune,2010,70290,Petrol,Manual,Second,Others,5,4,2.96,17.24,kmpl,1198,CC,73.9,bhp,15,Volkswagen,Polo
1932,Hyundai Grand,Coimbatore,2016,61578,Petrol,Manual,First,White,5,4,6.4,18.9,kmpl,1197,CC,82,bhp,9,Hyundai,Grand
1933,Mini Cooper,Pune,2012,37000,Petrol,Automatic,Second,White,4,4,17,13.6,kmpl,1598,CC,181,bhp,13,Mini,Cooper
1934,Audi A4,Coimbatore,2013,58629,Diesel,Automatic,Second,White,5,4,16.52,18.25,kmpl,1493,CC,98.59,bhp,12,Audi,A4
1935,Hyundai Verna,Jaipur,2011,72000,Diesel,Manual,First,Others,5,4,5,22.32,kmpl,1582,CC,126.3,bhp,14,Hyundai,Verna
1936,Maruti Celerio,Pune,2015,50000,Petrol,Automatic,First,Others,5,4,3.9,23.1,kmpl,998,CC,67.04,bhp,10,Maruti,Celerio
1937,Hyundai i10,Hyderabad,2012,53000,Petrol,Manual,First,Others,5,4,3.2,20.36,kmpl,1197,CC,78.9,bhp,13,Hyundai,i10
1938,Volkswagen Vento,Pune,2012,115000,Diesel,Manual,Second,Others,5,4,4.33,20.54,kmpl,1598,CC,103.6,bhp,13,Volkswagen,Vento
1939,Mercedes-Benz New,Delhi,2012,38000,Diesel,Automatic,First,Black/Silver,5,4,13.51,14.84,kmpl,2143,CC,170,bhp,13,Mercedes-Benz,New
1940,Tata Indica,Hyderabad,2014,133944,Diesel,Manual,Second,White,5,4,3.5,18,kmpl,1248,CC,75,bhp,11,Tata,Indica
1941,Honda City,Delhi,2015,51000,Petrol,Automatic,First,White,5,4,7.9,18,kmpl,1497,CC,117.3,bhp,10,Honda,City
1942,Tata Indica,Chennai,2017,100400,Diesel,Manual,First,White,5,4,2.85,25,kmpl,1396,CC,69,bhp,8,Tata,Indica
1943,Ford Figo,Mumbai,2016,18000,Petrol,Manual,First,Others,5,4,4.9,18.16,kmpl,1196,CC,86.8,bhp,9,Ford,Figo
1944,Mahindra XUV500,Coimbatore,2016,56532,Diesel,Manual,First,White,7,5,15.54,16,kmpl,2179,CC,140,bhp,9,Mahindra,XUV500
1945,Hyundai Grand,Kochi,2015,66337,Diesel,Manual,First,Others,5,4,4.96,24,kmpl,1120,CC,70,bhp,10,Hyundai,Grand
1946,BMW 7,Kochi,2010,50161,Petrol,Automatic,First,Others,5,4,25.93,8.77,kmpl,4395,CC,402,bhp,15,BMW,7
1947,Hyundai Grand,Pune,2015,32000,Petrol,Automatic,First,White,5,4,4.8,18.9,kmpl,1197,CC,82,bhp,10,Hyundai,Grand
1948,Mini Cooper,Kochi,2019,14857,Diesel,Automatic,First,White,5,4,31.55,20.7,kmpl,1496,CC,113.98,bhp,6,Mini,Cooper
1949,Volkswagen Jetta,Chennai,2009,85000,Diesel,Manual,Second,Others,5,4,3.5,15,kmpl,1896,CC,105,bhp,16,Volkswagen,Jetta
1950,BMW 7,Kolkata,2012,41100,Diesel,Automatic,First,Others,5,4,26.5,16.77,kmpl,2993,CC,261.49,bhp,13,BMW,7
1951,Maruti Wagon,Kochi,2018,27413,Petrol,Automatic,First,Black/Silver,5,4,5.18,20.51,kmpl,998,CC,67,bhp,7,Maruti,Wagon
1952,Mahindra XUV500,Coimbatore,2017,64961,Diesel,Manual,First,Black/Silver,7,5,16.13,16,kmpl,2179,CC,140,bhp,8,Mahindra,XUV500
1953,Jaguar XF,Mumbai,2018,3000,Diesel,Automatic,First,White,5,4,52.5,16.36,kmpl,2179,CC,187.7,bhp,7,Jaguar,XF
1954,BMW 3,Hyderabad,2015,47000,Diesel,Automatic,First,Others,5,4,29.5,22.69,kmpl,1995,CC,190,bhp,10,BMW,3
1955,Maruti Alto,Kolkata,2013,24027,Petrol,Manual,First,Black/Silver,5,4,2.01,24.7,kmpl,796,CC,47.3,bhp,12,Maruti,Alto
1956,Mahindra TUV,Kochi,2017,47357,Diesel,Automatic,First,White,7,5,8.37,18.49,kmpl,1493,CC,100,bhp,8,Mahindra,TUV
1957,Hyundai EON,Kochi,2017,8243,Petrol,Manual,First,Black/Silver,5,4,3.21,21.1,kmpl,814,CC,55.2,bhp,8,Hyundai,EON
1958,BMW X6,Jaipur,2013,45306,Diesel,Automatic,Second,Others,4,4,42.5,11.2,kmpl,2993,CC,241,bhp,12,BMW,X6
1959,Honda City,Kochi,2016,84580,Diesel,Manual,First,Black/Silver,5,4,6.83,26,kmpl,1498,CC,98.6,bhp,9,Honda,City
1960,Hyundai Elantra,Coimbatore,2015,53615,Diesel,Manual,First,White,5,4,8.44,22.7,kmpl,1582,CC,126.24,bhp,10,Hyundai,Elantra
1961,Hyundai i20,Kolkata,2015,32000,Petrol,Manual,First,White,5,4,4.8,18.6,kmpl,1197,CC,81.83,bhp,10,Hyundai,i20
1962,Maruti Ciaz,Kolkata,2015,25470,Petrol,Manual,First,White,5,4,5.9,20.73,kmpl,1373,CC,91.1,bhp,10,Maruti,Ciaz
1963,Mahindra KUV,Coimbatore,2017,24806,Petrol,Manual,First,Black/Silver,6,4,5.6,18.15,kmpl,1198,CC,82,bhp,8,Mahindra,KUV
1964,Hyundai i10,Coimbatore,2011,50436,Petrol,Manual,First,Black/Silver,5,4,3.65,20.36,kmpl,1197,CC,78.9,bhp,14,Hyundai,i10
1965,Renault Duster,Coimbatore,2017,34686,Diesel,Automatic,First,Black/Silver,5,4,11.86,19.6,kmpl,1461,CC,108.45,bhp,8,Renault,Duster
1966,Volkswagen Ameo,Mumbai,2017,51000,Diesel,Manual,First,Others,5,4,6.45,21.66,kmpl,1498,CC,108.62,bhp,8,Volkswagen,Ameo
1967,Honda City,Hyderabad,2016,36891,Petrol,Manual,First,White,5,4,10.49,17.8,kmpl,1497,CC,117.3,bhp,9,Honda,City
1968,Honda City,Pune,2014,43772,Petrol,Manual,First,Others,5,4,6.35,17,kmpl,1497,CC,118,bhp,11,Honda,City
1969,Ford Fiesta,Hyderabad,2011,143143,Diesel,Manual,First,Others,5,4,2.1,17.8,kmpl,1399,CC,67,bhp,14,Ford,Fiesta
1970,Mini Cooper,Mumbai,2013,21000,Petrol,Automatic,First,Others,4,4,21.5,17.44,kmpl,1998,CC,189.08,bhp,12,Mini,Cooper
1971,Tata Zest,Chennai,2015,40000,Petrol,Manual,First,Others,5,4,4,17.57,kmpl,1193,CC,88.7,bhp,10,Tata,Zest
1972,Maruti Ciaz,Kochi,2016,25418,Petrol,Manual,First,White,5,4,7.09,20.73,kmpl,1373,CC,91.2,bhp,9,Maruti,Ciaz
1973,Mercedes-Benz S-Class,Coimbatore,2007,84143,Petrol,Manual,First,Black/Silver,5,4,17.09,13,kmpl,2987,CC,210,bhp,18,Mercedes-Benz,S-Class
1974,Maruti Ritz,Hyderabad,2012,96000,Diesel,Manual,First,White,5,4,3.6,21.1,kmpl,1248,CC,73.9,bhp,13,Maruti,Ritz
1975,Maruti Ertiga,Mumbai,2014,69192,Petrol,Manual,First,Black/Silver,7,5,6.25,16.02,kmpl,1373,CC,93.7,bhp,11,Maruti,Ertiga
1976,Skoda Rapid,Hyderabad,2013,55000,Diesel,Manual,First,Others,5,4,8,20.5,kmpl,1598,CC,103.5,bhp,12,Skoda,Rapid
1977,Renault Duster,Coimbatore,2016,65257,Diesel,Manual,First,Others,5,4,9.75,19.01,kmpl,1461,CC,108.45,bhp,9,Renault,Duster
1978,Jaguar XF,Kochi,2015,47759,Diesel,Automatic,First,Black/Silver,5,4,31.8,14.74,kmpl,2993,CC,270.9,bhp,10,Jaguar,XF
1979,Maruti Ritz,Kolkata,2011,77400,Diesel,Manual,First,Black/Silver,5,4,2.5,21.1,kmpl,1248,CC,73.9,bhp,14,Maruti,Ritz
